"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016705","MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","26/708","198/17701",9.88207276592375e-08,7.02862425476327e-06,5.87723275025992e-06,"558851/553969/562008/405819/140634/336673/445281/394148/692332/492484/569245/100034406/100034366/393592/431734/768288/393484/449790/791518/492759/324340/559504/100004700/415103/565876/402831",26
"GO:0022804","MF","GO:0022804","active transmembrane transporter activity","37/708","379/17701",5.49773782309493e-07,3.28712834169658e-05,2.74864861797587e-05,"58148/393821/393654/796997/571189/557317/436768/556979/406465/405862/326030/554103/326962/100334171/568258/554154/393447/564474/563476/503788/359838/393776/393510/436772/406306/569770/393339/393688/563896/436799/556538/336118/793301/494577/445042/393329/797269",37
"GO:0016712","MF","GO:0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","12/708","51/17701",5.77702696255989e-07,3.28712834169658e-05,2.74864861797587e-05,"140634/492484/569245/100034406/100034366/393592/431734/768288/393484/449790/791518/324340",12
"GO:0005504","MF","GO:0005504","fatty acid binding","9/708","29/17701",1.21399652295236e-06,6.27967292327173e-05,5.25097060645421e-05,"30708/30735/568032/171481/100141334/791484/407736/415166/415102",9
"GO:0015399","MF","GO:0015399","primary active transmembrane transporter activity","20/708","147/17701",1.67345470008191e-06,7.93496436955507e-05,6.63510109155284e-05,"393821/796997/571189/557317/436768/556979/554103/326962/554154/563476/393776/436772/406306/569770/436799/556538/336118/494577/445042/797269",20
"GO:0033293","MF","GO:0033293","monocarboxylic acid binding","10/708","39/17701",2.18156035513513e-06,9.54852186209146e-05,7.98433425523142e-05,"30708/30735/568032/171481/100141334/791484/407736/415166/336492/415102",10
"GO:0008395","MF","GO:0008395","steroid hydroxylase activity","8/708","28/17701",9.60584469957989e-06,0.000390408973861497,0.000326454270993241,"553969/336673/445281/394148/492759/324340/565876/402831",8
"GO:0005179","MF","GO:0005179","hormone activity","17/708","128/17701",1.37595719398177e-05,0.000521946428917085,0.00043644396609106,"100000558/793458/326018/100007763/402837/570100/30281/79186/449556/751721/572172/503864/30211/30262/557301/259257/266721",17
"GO:0004129","MF","GO:0004129","cytochrome-c oxidase activity","7/708","24/17701",3.0318851531102e-05,0.00101478979536453,0.00084855237721722,"554103/326962/563476/393776/569770/336118/494577",7
"GO:0016675","MF","GO:0016675","oxidoreductase activity, acting on a heme group of donors","7/708","24/17701",3.0318851531102e-05,0.00101478979536453,0.00084855237721722,"554103/326962/563476/393776/569770/336118/494577",7
"GO:0004364","MF","GO:0004364","glutathione transferase activity","7/708","27/17701",7.0053830363137e-05,0.00221447941536805,0.00185171528211333,"406703/492500/553169/79381/436833/436754/431762",7
"GO:0008020","MF","GO:0008020","G protein-coupled photoreceptor activity","8/708","37/17701",8.67527840797401e-05,0.00259801758638801,0.00217242428831261,"436716/550575/101882119/557053/30582/568691/30503/360151",8
"GO:0016651","MF","GO:0016651","oxidoreductase activity, acting on NAD(P)H","9/708","51/17701",0.000167752025036357,0.00467693300669802,0.00391078294149941,"393821/796997/791218/406306/751641/556538/573689/322506/445042",9
"GO:0003955","MF","GO:0003955","NAD(P)H dehydrogenase (quinone) activity","6/708","22/17701",0.000172610884254233,0.00467693300669802,0.00391078294149941,"393821/796997/406306/556538/322506/445042",6
"GO:0016765","MF","GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","10/708","64/17701",0.000210927640306261,0.00545535578792102,0.00456168868030765,"678634/406703/492500/553169/79381/564925/436833/436754/431762/557077",10
"GO:0016655","MF","GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","6/708","23/17701",0.000225682940400505,0.00556489608481564,0.00465328467364105,"393821/796997/406306/556538/322506/445042",6
"GO:0008289","MF","GO:0008289","lipid binding","36/708","481/17701",0.000243585313480251,0.00556489608481564,0.00465328467364105,"30708/393200/678618/30735/30077/322604/564925/553322/568032/402837/171481/431714/554118/325906/100148022/100141334/791484/407736/335651/415166/336492/563054/567972/402990/553622/436686/436841/81541/100873093/557582/564868/567192/393311/415102/63999/393207",36
"GO:0008236","MF","GO:0008236","serine-type peptidase activity","19/708","191/17701",0.000244503342918086,0.00556489608481564,0.00465328467364105,"30735/436869/563403/447843/65223/322453/100535672/436794/445282/574008/100301982/641564/768292/100101646/393114/554107/326634/550419/403061",19
"GO:0009881","MF","GO:0009881","photoreceptor activity","8/708","43/17701",0.000263667213760353,0.00560088745121347,0.00468338012755247,"436716/550575/101882119/557053/30582/568691/30503/360151",8
"GO:0004252","MF","GO:0004252","serine-type endopeptidase activity","18/708","177/17701",0.000269078195151406,0.00560088745121347,0.00468338012755247,"436869/563403/447843/65223/322453/100535672/436794/445282/574008/100301982/641564/768292/100101646/393114/554107/326634/550419/403061",18
"GO:0017171","MF","GO:0017171","serine hydrolase activity","19/708","193/17701",0.000279419667408769,0.00560088745121347,0.00468338012755247,"30735/436869/563403/447843/65223/322453/100535672/436794/445282/574008/100301982/641564/768292/100101646/393114/554107/326634/550419/403061",19
"GO:0022853","MF","GO:0022853","active monoatomic ion transmembrane transporter activity","18/708","178/17701",0.000288449277660489,0.00560088745121347,0.00468338012755247,"58148/393654/436768/405862/554103/326962/568258/554154/564474/563476/503788/359838/393776/569770/436799/336118/494577/393329",18
"GO:0005501","MF","GO:0005501","retinoid binding","5/708","16/17701",0.000305145010523054,0.00560088745121347,0.00468338012755247,"30735/30077/335651/336492/415102",5
"GO:0019840","MF","GO:0019840","isoprenoid binding","5/708","16/17701",0.000305145010523054,0.00560088745121347,0.00468338012755247,"30735/30077/335651/336492/415102",5
"GO:0015145","MF","GO:0015145","monosaccharide transmembrane transporter activity","6/708","26/17701",0.000464614550544842,0.00801108118969742,0.00669874886271989,"393654/564849/405862/322493/558146/393510",6
"GO:0015149","MF","GO:0015149","hexose transmembrane transporter activity","6/708","26/17701",0.000464614550544842,0.00801108118969742,0.00669874886271989,"393654/564849/405862/322493/558146/393510",6
"GO:0004857","MF","GO:0004857","enzyme inhibitor activity","20/708","219/17701",0.000522020781158221,0.0087361713082067,0.00730505860939678,"407723/100331208/30491/322379/394093/368621/557269/798311/335229/560308/556600/436915/101884119/100333708/566852/550561/100136840/790945/399483/100294690",20
"GO:0051119","MF","GO:0051119","sugar transmembrane transporter activity","6/708","27/17701",0.00057734618488247,0.00938599940566072,0.00784843535539478,"393654/564849/405862/322493/558146/393510",6
"GO:0015204","MF","GO:0015204","urea transmembrane transporter activity","4/708","11/17701",0.000668645974890506,0.0102826908030459,0.00859823558038432,"563130/447923/326634/570191",4
"GO:0030249","MF","GO:0030249","guanylate cyclase regulator activity","4/708","11/17701",0.000668645974890506,0.0102826908030459,0.00859823558038432,"557269/393629/100330921/566852",4
"GO:0005355","MF","GO:0005355","glucose transmembrane transporter activity","5/708","19/17701",0.000735164681660252,0.0110081237859127,0.00920483202521977,"393654/405862/322493/558146/393510",5
"GO:0008235","MF","GO:0008235","metalloexopeptidase activity","8/708","50/17701",0.000763201313947861,0.0111349114778547,0.00931085003790644,"100005630/322412/322533/431764/325886/246092/100534995/768195",8
"GO:0005507","MF","GO:0005507","copper ion binding","7/708","39/17701",0.000799520570800929,0.0113731801196432,0.00951008678952684,"404621/30553/100538337/100124531/555401/100536712/541429",7
"GO:0010851","MF","GO:0010851","cyclase regulator activity","4/708","12/17701",0.000971352109220804,0.013480471954796,0.0112721733855662,"557269/393629/100330921/566852",4
"GO:0008137","MF","GO:0008137","NADH dehydrogenase (ubiquinone) activity","5/708","21/17701",0.00120393346089779,0.0159311195174615,0.0133213690165435,"393821/796997/406306/556538/445042",5
"GO:0050136","MF","GO:0050136","NADH dehydrogenase (quinone) activity","5/708","21/17701",0.00120393346089779,0.0159311195174615,0.0133213690165435,"393821/796997/406306/556538/445042",5
"GO:1901618","MF","GO:1901618","organic hydroxy compound transmembrane transporter activity","6/708","31/17701",0.00125340383436711,0.0162087904944292,0.0135535534242567,"571189/30077/556979/335651/570191/393329",6
"GO:0015144","MF","GO:0015144","carbohydrate transmembrane transporter activity","7/708","43/17701",0.00145867224195702,0.0184441001260787,0.0154226866284111,"393654/564849/405862/322493/558146/393510/570191",7
"GO:0005184","MF","GO:0005184","neuropeptide hormone activity","6/708","32/17701",0.00149117222965577,0.0184451521450899,0.0154235663113137,"793458/100007763/30281/30211/557301/259257",6
"GO:0004181","MF","GO:0004181","metallocarboxypeptidase activity","5/708","23/17701",0.00186325826663726,0.022557318164183,0.018862099362151,"100005630/322412/431764/325886/246092",5
"GO:0004180","MF","GO:0004180","carboxypeptidase activity","6/708","35/17701",0.0024128184755349,0.0286019523454033,0.0239165340118811,"100005630/492331/322412/431764/325886/246092",6
"GO:0008238","MF","GO:0008238","exopeptidase activity","10/708","88/17701",0.00266537258762096,0.0309509592317618,0.0258807391966633,"100005630/492331/100301982/322412/322533/431764/325886/246092/100534995/768195",10
"GO:0019203","MF","GO:0019203","carbohydrate phosphatase activity","4/708","16/17701",0.00314340147895265,0.0350704988534129,0.0293254379460598,"445118/282672/445505/386663",4
"GO:0050308","MF","GO:0050308","sugar-phosphatase activity","4/708","16/17701",0.00314340147895265,0.0350704988534129,0.0293254379460598,"445118/282672/445505/386663",4
"GO:0003954","MF","GO:0003954","NADH dehydrogenase activity","5/708","26/17701",0.0032989412033437,0.0354169348057087,0.0296151226198878,"393821/796997/406306/556538/445042",5
"GO:0008483","MF","GO:0008483","transaminase activity","5/708","26/17701",0.0032989412033437,0.0354169348057087,0.0296151226198878,"100148522/561410/79378/393315/393421",5
"GO:0031406","MF","GO:0031406","carboxylic acid binding","10/708","92/17701",0.00369382195518375,0.0383618546614621,0.0320776215095382,"30708/30735/568032/171481/100141334/791484/407736/415166/336492/415102",10
"GO:0015036","MF","GO:0015036","disulfide oxidoreductase activity","6/708","38/17701",0.0037080878846756,0.0383618546614621,0.0320776215095382,"336637/492500/100332873/352921/336503/560433",6
"GO:0016769","MF","GO:0016769","transferase activity, transferring nitrogenous groups","5/708","27/17701",0.00391748552572125,0.0398044511452748,0.0332838995794362,"100148522/561410/79378/393315/393421",5
"GO:0046943","MF","GO:0046943","carboxylic acid transmembrane transporter activity","13/708","141/17701",0.00433519755005042,0.0432759194031348,0.036186690537817,"571189/445158/336741/564474/399488/503788/393339/561766/563896/100007793/793301/641560/393329",13
"GO:0016667","MF","GO:0016667","oxidoreductase activity, acting on a sulfur group of donors","7/708","53/17701",0.00494604404006191,0.0478311453660399,0.0399957038302655,"336637/100003670/492500/100332873/352921/336503/560433",7
"GO:0015252","MF","GO:0015252","proton channel activity","4/708","18/17701",0.00495964424709377,0.0478311453660399,0.0399957038302655,"436618/402883/326977/798291",4
"GO:0005342","MF","GO:0005342","organic acid transmembrane transporter activity","13/708","144/17701",0.0051777515495067,0.0491023438611552,0.0410586614101233,"571189/445158/336741/564474/399488/503788/393339/561766/563896/100007793/793301/641560/393329",13
